['__name__', '__doc__', '__package__', '__loader__', '__spec__', '__file__', '__cached__', '__builtins__', 'add', 'add_', 'sub', 'sub_', 'mul', 'mul_', 'div', 'div_', 'add_distl', 'add_distr', 'add_dist_comm', 'mm', 'addmm', 'mmmul', 'mulmm', 'addmul', 'muladd', 'muldiv', 'divmul', 'addmul_', 'muladd_', 'muldiv_', 'divmul_', 'muldivaba', 'muldivabb', 'divmulabb', 'addsubabb', 'addsubaba', 'subaddabb']
 0.01514	add_distr
 0.00062	add_dist_comm
 0.00851	mm
 0.01003	addmm
 0.00978	mmmul
 0.01034	mulmm
 0.01495	addmul
 0.01513	muladd
 0.01500	muldiv
 0.01473	divmul
 0.00489	addmul_
 0.00489	muladd_
 0.00581	muldiv_
 0.00536	divmul_
 0.01369	muldivaba
 0.01365	muldivabb
 0.01325	divmulabb
 0.01344	addsubabb
 0.01363	addsubaba
 0.01315	subaddabb
['__name__', '__doc__', '__package__', '__loader__', '__spec__', '__file__', '__cached__', '__builtins__', 'add', 'add_', 'sub', 'sub_', 'mul', 'mul_', 'div', 'div_', 'add_distl', 'add_distr', 'add_dist_comm', 'mm', 'addmm', 'mmmul', 'mulmm', 'addmul', 'muladd', 'muldiv', 'divmul', 'addmul_', 'muladd_', 'muldiv_', 'divmul_', 'muldivaba', 'muldivabb', 'divmulabb', 'addsubabb', 'addsubaba', 'subaddabb']
 0.00410	add
 0.00269	add_
 0.00536	sub
 0.00309	sub_
 0.00573	mul
 0.00265	mul_
 0.00461	div
 0.00355	div_
 0.07147	add_distl
 0.07135	add_distr
 0.00285	add_dist_comm
 0.00829	mm
 0.01039	addmm
 0.01038	mmmul
 0.01070	mulmm
 0.03392	addmul
 0.04377	muladd
 0.03376	muldiv
 0.04878	divmul
 0.00492	addmul_
 0.00492	muladd_
 0.00584	muldiv_
 0.00536	divmul_
 0.01837	muldivaba
 0.02107	muldivabb
 0.01797	divmulabb
 0.01855	addsubabb
 0.02148	addsubaba
 0.01861	subaddabb
['__name__', '__doc__', '__package__', '__loader__', '__spec__', '__file__', '__cached__', '__builtins__', 'add', 'add_', 'sub', 'sub_', 'mul', 'mul_', 'div', 'div_', 'add_distl', 'add_distr', 'add_dist_comm', 'mm', 'addmm', 'mmmul', 'mulmm', 'addmul', 'muladd', 'muldiv', 'divmul', 'addmul_', 'muladd_', 'muldiv_', 'divmul_', 'muldivaba', 'muldivabb', 'divmulabb', 'addsubabb', 'addsubaba', 'subaddabb']
 0.00591	add
 0.00302	add_
 0.00423	sub
 0.00303	sub_
 0.00485	mul
 0.00297	mul_
 0.00381	div
 0.00350	div_
 0.00794	add_distl
 0.00865	add_distr
 0.00033	add_dist_comm
 0.00817	mm
 0.00996	addmm
 0.00997	mmmul
 0.01115	mulmm
 0.00904	addmul
 0.01131	muladd
 0.00717	muldiv
 0.00864	divmul
 0.00479	addmul_
 0.00480	muladd_
 0.00570	muldiv_
 0.00526	divmul_
 0.00386	muldivaba
 0.00378	muldivabb
 0.00394	divmulabb
 0.00383	addsubabb
 0.00394	addsubaba
 0.00455	subaddabb
['__name__', '__doc__', '__package__', '__loader__', '__spec__', '__file__', '__cached__', '__builtins__', 'add', 'add_', 'sub', 'sub_', 'mul', 'mul_', 'div', 'div_', 'add_distl', 'add_distr', 'add_dist_comm', 'mm', 'addmm', 'mmmul', 'mulmm', 'addmul', 'muladd', 'muldiv', 'divmul', 'addmul_', 'muladd_', 'muldiv_', 'divmul_', 'muldivaba', 'muldivabb', 'divmulabb', 'addsubabb', 'addsubaba', 'subaddabb']
 0.00092	add
 0.00072	add_
 0.00092	sub
 0.00126	sub_
 0.00126	mul
 0.00126	mul_
 0.00129	div
 0.00133	div_
 0.00379	add_distl
 0.00374	add_distr
 0.00015	add_dist_comm
 0.00005	mm
 0.00039	addmm
 0.00039	mmmul
 0.00040	mulmm
 0.00250	addmul
 0.00250	muladd
 0.00255	muldiv
 0.00255	divmul
 0.00248	addmul_
 0.00249	muladd_
 0.00254	muldiv_
 0.00253	divmul_
 0.00253	muldivaba
 0.00254	muldivabb
 0.00255	divmulabb
 0.00250	addsubabb
 0.00250	addsubaba
 0.00250	subaddabb
['__name__', '__doc__', '__package__', '__loader__', '__spec__', '__file__', '__cached__', '__builtins__', 'add', 'add_', 'sub', 'sub_', 'mul', 'mul_', 'div', 'div_', 'add_distl', 'add_distr', 'add_dist_comm', 'mm', 'addmm', 'mmmul', 'mulmm', 'addmul', 'muladd', 'muldiv', 'divmul', 'addmul_', 'muladd_', 'muldiv_', 'divmul_', 'muldivaba', 'muldivabb', 'divmulabb', 'addsubabb', 'addsubaba', 'subaddabb']
 0.00127	add
 0.00102	add_
 0.00124	sub
 0.00101	sub_
 0.00124	mul
 0.00101	mul_
 0.00122	div
 0.00102	div_
 0.00116	add_distl
 0.00116	add_distr
 0.00005	add_dist_comm
 0.00006	mm
 0.00039	addmm
 0.00040	mmmul
 0.00039	mulmm
 0.00118	addmul
 0.00116	muladd
 0.00115	muldiv
 0.00115	divmul
 0.00248	addmul_
 0.00249	muladd_
 0.00254	muldiv_
 0.00253	divmul_
 0.00118	muldivaba
 0.00117	muldivabb
 0.00117	divmulabb
 0.00119	addsubabb
 0.00116	addsubaba
 0.00118	subaddabb
['__name__', '__doc__', '__package__', '__loader__', '__spec__', '__file__', '__cached__', '__builtins__', 'add', 'add_', 'sub', 'sub_', 'mul', 'mul_', 'div', 'div_', 'add_distl', 'add_distr', 'add_dist_comm', 'mm', 'addmm', 'mmmul', 'mulmm', 'addmul', 'muladd', 'muldiv', 'divmul', 'addmul_', 'muladd_', 'muldiv_', 'divmul_', 'muldivaba', 'muldivabb', 'divmulabb', 'addsubabb', 'addsubaba', 'subaddabb']
 0.00113	add
 0.00092	add_
 0.00113	sub
 0.00094	sub_
 0.00113	mul
 0.00092	mul_
 0.00110	div
 0.00092	div_
 0.00111	add_distl
 0.00110	add_distr
 0.00005	add_dist_comm
 0.00006	mm
 0.00039	addmm
 0.00039	mmmul
 0.00040	mulmm
 0.00111	addmul
 0.00110	muladd
 0.00109	muldiv
 0.00109	divmul
 0.00249	addmul_
 0.00249	muladd_
 0.00255	muldiv_
 0.00253	divmul_
 0.00112	muldivaba
 0.00110	muldivabb
 0.00109	divmulabb
 0.00110	addsubabb
 0.00110	addsubaba
 0.00111	subaddabb
['__name__', '__doc__', '__package__', '__loader__', '__spec__', '__file__', '__cached__', '__builtins__', 'add', 'add_', 'sub', 'sub_', 'mul', 'mul_', 'div', 'div_', 'add_distl', 'add_distr', 'add_dist_comm', 'mm', 'addmm', 'mmmul', 'mulmm', 'addmul', 'muladd', 'muldiv', 'divmul', 'addmul_', 'muladd_', 'muldiv_', 'divmul_', 'muldivaba', 'muldivabb', 'divmulabb', 'addsubabb', 'addsubaba', 'subaddabb']
 0.00125	add
 0.00102	add_
 0.00121	sub
 0.00103	sub_
 0.00120	mul
 0.00102	mul_
 0.00121	div
 0.00102	div_
 0.00119	add_distl
 0.00120	add_distr
 0.00005	add_dist_comm
 0.00007	mm
 0.00039	addmm
 0.00040	mmmul
 0.00040	mulmm
 0.00121	addmul
 0.00122	muladd
 0.00120	muldiv
 0.00120	divmul
 0.00249	addmul_
 0.00248	muladd_
 0.00254	muldiv_
 0.00253	divmul_
 0.00120	muldivaba
 0.00117	muldivabb
 0.00118	divmulabb
 0.00117	addsubabb
 0.00116	addsubaba
 0.00118	subaddabb
['__name__', '__doc__', '__package__', '__loader__', '__spec__', '__file__', '__cached__', '__builtins__', 'add', 'add_', 'sub', 'sub_', 'mul', 'mul_', 'div', 'div_', 'add_distl', 'add_distr', 'add_dist_comm', 'mm', 'addmm', 'mmmul', 'mulmm', 'addmul', 'muladd', 'muldiv', 'divmul', 'addmul_', 'muladd_', 'muldiv_', 'divmul_', 'muldivaba', 'muldivabb', 'divmulabb', 'addsubabb', 'addsubaba', 'subaddabb']
 0.00117	add
 0.00094	add_
 0.00116	sub
 0.00094	sub_
 0.00113	mul
 0.00093	mul_
 0.00112	div
 0.00096	div_
 0.00111	add_distl
 0.00114	add_distr
 0.00005	add_dist_comm
 0.00006	mm
 0.00040	addmm
 0.00040	mmmul
 0.00040	mulmm
 0.00114	addmul
 0.00112	muladd
 0.00114	muldiv
 0.00113	divmul
 0.00249	addmul_
 0.00249	muladd_
 0.00254	muldiv_
 0.00253	divmul_
 0.00113	muldivaba
 0.00113	muldivabb
 0.00112	divmulabb
 0.00114	addsubabb
 0.00112	addsubaba
 0.00112	subaddabb
['__name__', '__doc__', '__package__', '__loader__', '__spec__', '__file__', '__cached__', '__builtins__', 'add', 'add_', 'sub', 'sub_', 'mul', 'mul_', 'div', 'div_', 'add_distl', 'add_distr', 'add_dist_comm', 'mm', 'addmm', 'mmmul', 'mulmm', 'addmul', 'muladd', 'muldiv', 'divmul', 'addmul_', 'muladd_', 'muldiv_', 'divmul_', 'muldivaba', 'muldivabb', 'divmulabb', 'addsubabb', 'addsubaba', 'subaddabb']
 0.00095	add
 0.00077	add_
 0.00093	sub
 0.00126	sub_
 0.00126	mul
 0.00126	mul_
 0.00129	div
 0.00133	div_
 0.00376	add_distl
 0.00375	add_distr
 0.00015	add_dist_comm
 0.00005	mm
 0.00040	addmm
 0.00040	mmmul
 0.00040	mulmm
 0.00250	addmul
 0.00250	muladd
 0.00256	muldiv
 0.00256	divmul
 0.00249	addmul_
 0.00249	muladd_
 0.00255	muldiv_
 0.00253	divmul_
 0.00254	muldivaba
 0.00255	muldivabb
 0.00255	divmulabb
 0.00250	addsubabb
 0.00250	addsubaba
 0.00250	subaddabb
['__name__', '__doc__', '__package__', '__loader__', '__spec__', '__file__', '__cached__', '__builtins__', 'add', 'add_', 'sub', 'sub_', 'mul', 'mul_', 'div', 'div_', 'add_distl', 'add_distr', 'add_dist_comm', 'mm', 'addmm', 'mmmul', 'mulmm', 'addmul', 'muladd', 'muldiv', 'divmul', 'addmul_', 'muladd_', 'muldiv_', 'divmul_', 'muldivaba', 'muldivabb', 'divmulabb', 'addsubabb', 'addsubaba', 'subaddabb']
 0.00114	add
 0.00095	add_
 0.00114	sub
 0.00097	sub_
 0.00110	mul
 0.00093	mul_
 0.00112	div
 0.00096	div_
 0.00131	add_distl
 0.00130	add_distr
 0.00005	add_dist_comm
 0.00006	mm
 0.00040	addmm
 0.00040	mmmul
 0.00040	mulmm
 0.00129	addmul
 0.00131	muladd
 0.00131	muldiv
 0.00130	divmul
 0.00249	addmul_
 0.00249	muladd_
 0.00255	muldiv_
 0.00253	divmul_
 0.00132	muldivaba
 0.00133	muldivabb
 0.00130	divmulabb
 0.00130	addsubabb
 0.00133	addsubaba
 0.00131	subaddabb
